5	3	2	25	28	7	1	24	20	24	4	9	10	9	13	12	11	14	13	25	0	3	4	6	30	32	5	27	17	6	10	30	30	27	32	9	19	25	37	29	28	26	31	7	5	6	8	10	9	11
6	5	4	23	27	8	3	22	24	28	5	3	4	10	13	11	10	15	5	30	3	0	3	5	29	30	4	25	16	5	9	29	28	26	30	8	18	24	36	28	27	25	30	6	4	5	7	9	10	10
8	6	4	17	20	10	3	15	17	22	7	3	4	3	5	4	3	8	6	29	4	3	0	30	25	14	19	20	18	3	2	1	32	32	30	36	18	24	21	20	22	25	11	28	10	1	5	8	7	6
35	32	30	2	5	37	29	3	5	9	34	29	31	30	33	31	30	35	31	15	6	5	30	0	2	23	30	5	3	25	28	6	6	8	7	9	11	10	5	6	3	28	1	34	27	25	26	30	28	32
38	36	33	5	8	40	32	4	2	8	36	32	33	32	35	33	32	37	35	20	30	29	25	2	0	25	28	6	4	26	30	5	5	7	6	8	10	12	4	5	4	26	2	32	29	27	23	33	30	30
10	8	6	13	17	12	5	11	10	16	9	7	8	7	8	7	6	10	7	21	32	30	14	23	25	0	2	27	29	30	28	25	25	28	36	30	28	32	35	30	15	9	30	7	11	10	4	6	3	2
8	10	13	22	25	10	12	21	23	27	7	14	15	14	18	16	13	19	15	35	5	4	19	30	28	2	0	32	30	15	10	30	30	28	34	30	26	24	36	30	26	28	6	36	2	4	3	5	7	11
15	13	11	8	11	17	10	7	9	13	14	10	12	11	19	18	17	25	12	22	27	25	20	5	6	27	32	0	6	23	25	8	8	10	12	26	11	9	6	10	9	15	13	26	27	30	32	37	35	34
18	15	13	1	3	20	12	2	5	10	16	12	13	12	15	14	13	20	15	3	17	16	18	3	4	29	30	6	0	32	30	10	10	15	9	30	15	11	9	15	13	17	20	24	23	25	30	35	33	32
8	5	6	15	17	10	5	14	15	20	7	8	9	8	12	11	10	18	7	27	6	5	3	25	26	30	15	23	32	0	3	19	19	14	16	8	20	21	32	30	28	30	6	34	6	8	5	4	7	2
5	6	4	24	28	7	3	22	21	30	4	5	6	7	10	9	8	15	6	32	10	9	2	28	30	28	10	25	30	3	0	30	30	29	31	21	29	27	30	27	26	23	14	11	8	6	7	10	9	11
15	13	11	5	7	17	10	4	5	10	14	10	11	10	13	12	11	17	13	5	30	29	1	6	5	25	30	8	10	19	30	0	1	2	3	5	3	6	7	6	8	7	15	26	23	26	28	31	32	30
15	13	12	5	7	17	11	4	5	10	14	14	15	14	16	14	13	19	14	5	30	28	32	6	5	25	30	8	10	19	30	1	0	2	3	5	3	6	7	6	8	7	15	26	23	26	28	31	32	30
10	8	5	2	4	12	4	3	6	11	9	6	8	9	11	10	9	12	6	6	27	26	32	8	7	28	28	10	15	14	29	2	2	0	4	6	4	7	8	7	7	8	13	24	25	25	27	30	31	29
14	12	10	6	10	16	9	4	5	12	13	11	13	12	15	13	11	16	11	10	32	30	30	7	6	36	34	12	9	16	31	3	3	4	0	8	6	9	10	9	9	10	11	23	23	22	25	32	30	27
7	5	2	30	33	10	1	32	30	34	6	4	5	10	16	14	13	20	3	37	9	8	36	9	8	30	30	26	30	8	21	5	5	6	8	0	26	28	30	29	27	28	29	9	8	11	10	7	6	8
10	12	9	28	31	12	8	30	28	32	9	8	10	9	11	10	16	25	10	9	19	18	18	11	10	28	26	11	15	20	29	3	3	4	6	26	0	3	10	7	1	3	19	6	17	19	21	23	22	25
30	28	25	15	17	32	24	14	12	16	29	23	24	22	25	23	22	29	27	8	25	24	24	10	12	32	24	9	11	21	27	6	6	7	9	28	3	0	5	6	4	17	3	17	19	16	21	23	24	22
40	38	33	8	11	40	32	5	6	10	39	30	31	30	33	22	21	30	35	10	37	36	21	5	4	35	36	6	9	32	30	7	7	8	10	30	10	5	0	1	3	6	1	19	16	17	21	23	22	25
27	25	23	7	10	32	22	6	5	11	26	25	26	24	26	25	23	31	25	11	29	28	20	6	5	30	30	10	15	30	27	6	6	7	9	29	7	6	1	0	3	2	16	6	20	21	22	18	19	26
18	15	13	2	4	20	12	3	5	11	17	12	13	12	15	14	11	20	15	13	28	27	22	3	4	15	26	9	13	28	26	8	8	7	9	27	1	4	3	3	0	4	15	6	18	22	23	21	15	11
32	29	27	1	3	34	26	4	3	8	31	25	26	25	29	28	23	30	28	7	26	25	25	28	26	9	28	15	17	30	23	7	7	8	10	28	3	17	6	2	4	0	29	5	21	23	19	26	24	22
39	35	33	25	27	41	32	27	29	35	38	35	36	32	36	35	32	40	32	13	31	30	11	1	2	30	6	13	20	6	14	15	15	13	11	29	19	3	1	16	15	29	0	30	4	2	1	3	6	2
6	4	3	28	32	9	2	26	25	30	5	5	6	5	10	11	10	19	4	30	7	6	28	34	32	7	36	26	24	34	11	26	26	24	23	9	6	13	19	6	6	5	30	0	3	4	2	1	3	2
5	3	2	30	33	7	1	28	30	36	4	3	4	3	7	5	4	10	6	31	5	4	10	27	29	11	2	27	23	6	8	23	23	25	23	8	17	19	16	20	18	21	4	3	0	2	1	3	6	2
7	5	3	33	34	9	2	32	30	37	6	2	3	2	4	3	2	8	7	32	6	5	1	25	27	10	4	30	25	8	6	26	26	25	22	11	19	16	17	21	22	23	2	4	2	0	2	1	6	4
8	3	2	27	30	10	1	29	25	32	7	2	4	3	7	4	3	9	9	33	8	7	5	26	23	4	3	32	30	5	7	28	28	27	25	10	21	21	21	22	23	19	1	2	1	2	0	2	1	3
3	1	1	21	24	5	1	20	22	28	2	2	2	1	3	2	1	8	22	34	10	9	8	30	33	6	5	37	35	4	10	31	31	30	32	7	23	23	23	18	21	26	3	1	3	1	2	0	2	1
9	7	8	28	30	11	7	30	28	34	8	7	8	7	10	9	8	13	30	35	9	10	7	28	30	3	7	35	33	7	9	32	32	31	30	6	22	24	22	19	15	24	6	3	6	6	1	2	0	2
11	9	7	30	33	13	6	28	26	31	10	6	9	8	11	10	9	14	32	36	11	10	6	32	30	2	11	34	32	2	11	30	30	29	27	8	25	22	25	26	11	22	2	2	2	4	3	1	2	0
